Date,Sector,Company,Monthly_Return,Asset_Value,Year,Month,Quarter,YearMonth
2021-01-31,Mining,Mining_Company_1,0.1809878339413374,348652024.4131917,2021,1,1,2021-01
2021-01-31,Mining,Mining_Company_2,0.0248272839742535,146723170.36584052,2021,1,1,2021-01
2021-01-31,Mining,Mining_Company_3,0.0072925433914039,273364811.2405564,2021,1,1,2021-01
2021-01-31,Mining,Mining_Company_4,0.0474482639743554,396910491.6856199,2021,1,1,2021-01
2021-01-31,Mining,Mining_Company_5,0.137096758148226,359781078.3924812,2021,1,1,2021-01
2021-01-31,Mining,Mining_Company_6,-0.0500540821135767,418596042.9533899,2021,1,1,2021-01
2021-01-31,Mining,Mining_Company_7,0.0928362264428055,172465311.7534832,2021,1,1,2021-01
2021-01-31,Energy,Energy_Company_1,0.0374660048112374,91211932.99698536,2021,1,1,2021-01
2021-01-31,Energy,Energy_Company_2,0.0410125183446031,133309817.97737885,2021,1,1,2021-01
2021-01-31,ICT,ICT_Company_1,0.041387353724675,379501198.88430256,2021,1,1,2021-01
2021-01-31,ICT,ICT_Company_2,0.092334603670352,361524454.0330336,2021,1,1,2021-01
2021-01-31,ICT,ICT_Company_3,0.0436223063209888,270241233.63941324,2021,1,1,2021-01
2021-01-31,ICT,ICT_Company_4,0.0342823040126609,131258905.30730008,2021,1,1,2021-01
2021-01-31,Transport,Transport_Company_1,0.0283246228216103,65275690.363609485,2021,1,1,2021-01
2021-01-31,Transport,Transport_Company_2,0.0381022966950964,465978287.91943866,2021,1,1,2021-01
2021-01-31,Transport,Transport_Company_3,0.0234028625768847,430047229.3407816,2021,1,1,2021-01
2021-01-31,Agriculture,Agriculture_Company_1,-0.014612389332173,66653435.62197168,2021,1,1,2021-01
2021-01-31,Agriculture,Agriculture_Company_2,0.0207281778914245,104255098.59977546,2021,1,1,2021-01
2021-01-31,Financials,Financials_Company_1,-0.0101697762146514,202943733.69562972,2021,1,1,2021-01
2021-01-31,Financials,Financials_Company_2,0.0085141321272027,191880652.02377465,2021,1,1,2021-01
2021-01-31,Real Estate,Real Estate_Company_1,0.0415817482081758,193438626.31943145,2021,1,1,2021-01
2021-01-31,Manufacturing,Manufacturing_Company_1,0.0395457955476392,327138434.68203706,2021,1,1,2021-01
2021-01-31,Manufacturing,Manufacturing_Company_2,0.0667521076813983,472580464.3308033,2021,1,1,2021-01
2021-02-28,Mining,Mining_Company_1,-0.0148590219887176,230868911.12415895,2021,2,1,2021-02
2021-02-28,Mining,Mining_Company_2,0.0297923449046083,443154701.3838525,2021,2,1,2021-02
2021-02-28,Mining,Mining_Company_3,-0.150552357258068,381912035.7150012,2021,2,1,2021-02
2021-02-28,Mining,Mining_Company_4,-0.0187397888143055,209579970.93834943,2021,2,1,2021-02
2021-02-28,Mining,Mining_Company_5,-0.0859653555800074,155123487.9724595,2021,2,1,2021-02
2021-02-28,Mining,Mining_Company_6,0.0262092946120314,222946991.2218568,2021,2,1,2021-02
2021-02-28,Mining,Mining_Company_7,0.03785252707191,477482532.7776014,2021,2,1,2021-02
2021-02-28,Energy,Energy_Company_1,0.0139984629544808,475129410.0311346,2021,2,1,2021-02
2021-02-28,Energy,Energy_Company_2,0.0145310155997574,125165275.74143384,2021,2,1,2021-02
2021-02-28,ICT,ICT_Company_1,0.0471038998464275,323481557.6954866,2021,2,1,2021-02
2021-02-28,ICT,ICT_Company_2,-0.0142019276591737,129437614.40247872,2021,2,1,2021-02
2021-02-28,ICT,ICT_Company_3,-0.0352403455988388,400813013.105039,2021,2,1,2021-02
2021-02-28,ICT,ICT_Company_4,-0.0080961107533748,486096183.5633651,2021,2,1,2021-02
2021-02-28,Transport,Transport_Company_1,0.0037532375896253,363209278.1242065,2021,2,1,2021-02
2021-02-28,Transport,Transport_Company_2,-0.0076938779081551,150998257.32649732,2021,2,1,2021-02
2021-02-28,Transport,Transport_Company_3,-0.0697019141364358,316822970.6787664,2021,2,1,2021-02
2021-02-28,Agriculture,Agriculture_Company_1,0.0048434986624757,444857388.1836712,2021,2,1,2021-02
2021-02-28,Agriculture,Agriculture_Company_2,-0.0352599844755533,449936635.9410397,2021,2,1,2021-02
2021-02-28,Financials,Financials_Company_1,0.0684197680860909,297885816.7741127,2021,2,1,2021-02
2021-02-28,Financials,Financials_Company_2,-0.03291071487209,217709832.65554127,2021,2,1,2021-02
2021-02-28,Real Estate,Real Estate_Company_1,-0.0094173025084078,273144080.7854469,2021,2,1,2021-02
2021-02-28,Manufacturing,Manufacturing_Company_1,0.0085888239273539,433043111.3219459,2021,2,1,2021-02
2021-02-28,Manufacturing,Manufacturing_Company_2,-0.1106797541036644,316583503.0967829,2021,2,1,2021-02
2021-03-31,Mining,Mining_Company_1,0.0755670315812736,355107268.6515786,2021,3,1,2021-03
2021-03-31,Mining,Mining_Company_2,0.01059364106976,445383493.8598211,2021,3,1,2021-03
2021-03-31,Mining,Mining_Company_3,0.1018268854514766,432761778.0924088,2021,3,1,2021-03
2021-03-31,Mining,Mining_Company_4,0.0697135383491274,426655997.7636524,2021,3,1,2021-03
2021-03-31,Mining,Mining_Company_5,0.1157201342800395,328375120.1968329,2021,3,1,2021-03
2021-03-31,Mining,Mining_Company_6,0.0316977562614175,446391841.6395178,2021,3,1,2021-03
2021-03-31,Mining,Mining_Company_7,0.017245786688173,200803484.41661385,2021,3,1,2021-03
2021-03-31,Energy,Energy_Company_1,0.021452130375163,418085160.853578,2021,3,1,2021-03
2021-03-31,Energy,Energy_Company_2,0.0810530158275932,52873642.27257511,2021,3,1,2021-03
2021-03-31,ICT,ICT_Company_1,-0.0657341093134246,491533780.1123405,2021,3,1,2021-03
2021-03-31,ICT,ICT_Company_2,0.0326963438756503,335302566.3948252,2021,3,1,2021-03
2021-03-31,ICT,ICT_Company_3,0.0559700290459466,98141287.47213128,2021,3,1,2021-03
2021-03-31,ICT,ICT_Company_4,0.1176694120018201,483346401.7365476,2021,3,1,2021-03
2021-03-31,Transport,Transport_Company_1,-0.0457225994118049,469412647.4795079,2021,3,1,2021-03
2021-03-31,Transport,Transport_Company_2,0.0061565395772059,185433605.1260673,2021,3,1,2021-03
2021-03-31,Transport,Transport_Company_3,0.0068153770468794,311976707.079323,2021,3,1,2021-03
2021-03-31,Agriculture,Agriculture_Company_1,-0.0908834658185933,70583915.21563078,2021,3,1,2021-03
2021-03-31,Agriculture,Agriculture_Company_2,-0.026824964797814,61064112.40646068,2021,3,1,2021-03
2021-03-31,Financials,Financials_Company_1,0.0357736061103045,357482919.47292733,2021,3,1,2021-03
2021-03-31,Financials,Financials_Company_2,-0.0452949727815152,498706025.07097006,2021,3,1,2021-03
2021-03-31,Real Estate,Real Estate_Company_1,-0.0992958173320129,123630719.53625111,2021,3,1,2021-03
2021-03-31,Manufacturing,Manufacturing_Company_1,0.0737915839432028,149346325.75494218,2021,3,1,2021-03
2021-03-31,Manufacturing,Manufacturing_Company_2,-0.019396059241406,344530046.4265109,2021,3,1,2021-03
2021-04-30,Mining,Mining_Company_1,-0.0772228647001882,474627164.0754195,2021,4,2,2021-04
2021-04-30,Mining,Mining_Company_2,-0.0302939760658119,228917479.08325744,2021,4,2,2021-04
2021-04-30,Mining,Mining_Company_3,0.013050069487761,153479572.6509888,2021,4,2,2021-04
2021-04-30,Mining,Mining_Company_4,0.0891639468672098,438961212.4278367,2021,4,2,2021-04
2021-04-30,Mining,Mining_Company_5,0.0180225625041498,133486482.0664045,2021,4,2,2021-04
2021-04-30,Mining,Mining_Company_6,0.0498178311815122,396914830.0898234,2021,4,2,2021-04
2021-04-30,Mining,Mining_Company_7,0.0630421505559829,331799144.73413694,2021,4,2,2021-04
2021-04-30,Energy,Energy_Company_1,0.0515314410907144,408441780.9392793,2021,4,2,2021-04
2021-04-30,Energy,Energy_Company_2,-0.0168209541636165,106333606.4911477,2021,4,2,2021-04
2021-04-30,ICT,ICT_Company_1,0.113347232769724,140236127.0151515,2021,4,2,2021-04
2021-04-30,ICT,ICT_Company_2,-0.0032241235324943,311887130.86147946,2021,4,2,2021-04
2021-04-30,ICT,ICT_Company_3,-0.0121343183345079,189662881.5156082,2021,4,2,2021-04
2021-04-30,ICT,ICT_Company_4,0.0053496021999717,82601099.50755149,2021,4,2,2021-04
2021-04-30,Transport,Transport_Company_1,-0.1299945907390972,320009246.65368664,2021,4,2,2021-04
2021-04-30,Transport,Transport_Company_2,-0.0313561965269809,437055078.73514205,2021,4,2,2021-04
2021-04-30,Transport,Transport_Company_3,-0.0168186776506619,158920257.13813734,2021,4,2,2021-04
2021-04-30,Agriculture,Agriculture_Company_1,0.0545468730014747,366109236.7448468,2021,4,2,2021-04
2021-04-30,Agriculture,Agriculture_Company_2,0.0060872063500634,196907588.7097964,2021,4,2,2021-04
2021-04-30,Financials,Financials_Company_1,-0.0082869216989033,207782119.0441313,2021,4,2,2021-04
2021-04-30,Financials,Financials_Company_2,-0.0255158665792574,305393381.7177012,2021,4,2,2021-04
2021-04-30,Real Estate,Real Estate_Company_1,0.0472030731591478,140067609.91016454,2021,4,2,2021-04
2021-04-30,Manufacturing,Manufacturing_Company_1,0.0853683384428775,64213765.17153891,2021,4,2,2021-04
2021-04-30,Manufacturing,Manufacturing_Company_2,0.0625378781513222,441936105.68573856,2021,4,2,2021-04
2021-05-31,Mining,Mining_Company_1,0.0737434407358977,202752586.64426276,2021,5,2,2021-05
2021-05-31,Mining,Mining_Company_2,0.0808615102556192,417783996.48312217,2021,5,2,2021-05
2021-05-31,Mining,Mining_Company_3,0.0017673709154774,286881197.42125094,2021,5,2,2021-05
2021-05-31,Mining,Mining_Company_4,0.0173716487755013,77158437.79575372,2021,5,2,2021-05
2021-05-31,Mining,Mining_Company_5,-0.0379498121408276,442302604.9664908,2021,5,2,2021-05
2021-05-31,Mining,Mining_Company_6,-0.0488303349285162,405364328.2141156,2021,5,2,2021-05
2021-05-31,Mining,Mining_Company_7,0.1641179541824698,299913597.92193407,2021,5,2,2021-05
2021-05-31,Energy,Energy_Company_1,0.0314956815678827,498350262.2255338,2021,5,2,2021-05
2021-05-31,Energy,Energy_Company_2,0.0143567481092282,139794102.9181153,2021,5,2,2021-05
2021-05-31,ICT,ICT_Company_1,0.0158929711180295,63793625.992612734,2021,5,2,2021-05
2021-05-31,ICT,ICT_Company_2,-0.0986168518125292,440722627.4337712,2021,5,2,2021-05
2021-05-31,ICT,ICT_Company_3,0.0866105972265261,241472000.5016339,2021,5,2,2021-05
2021-05-31,ICT,ICT_Company_4,-0.10501560870125,494442303.681226,2021,5,2,2021-05
2021-05-31,Transport,Transport_Company_1,0.0777771737214277,376365947.1868114,2021,5,2,2021-05
2021-05-31,Transport,Transport_Company_2,0.0245726578977176,455315838.8050664,2021,5,2,2021-05
2021-05-31,Transport,Transport_Company_3,-0.0574209659795165,316557647.86701304,2021,5,2,2021-05
2021-05-31,Agriculture,Agriculture_Company_1,0.1494155964031141,379900860.08687645,2021,5,2,2021-05
2021-05-31,Agriculture,Agriculture_Company_2,-0.0390513758046831,459064634.2995384,2021,5,2,2021-05
2021-05-31,Financials,Financials_Company_1,-0.0345270576587545,487127792.3187378,2021,5,2,2021-05
2021-05-31,Financials,Financials_Company_2,0.0005126571250813,271525035.4016157,2021,5,2,2021-05
2021-05-31,Real Estate,Real Estate_Company_1,0.0038668793614951,250387364.75119948,2021,5,2,2021-05
2021-05-31,Manufacturing,Manufacturing_Company_1,-0.0251215571518689,316827883.1457173,2021,5,2,2021-05
2021-05-31,Manufacturing,Manufacturing_Company_2,-0.0619941150926587,486235545.0508794,2021,5,2,2021-05
2021-06-30,Mining,Mining_Company_1,-0.0637595586998421,196335528.9011127,2021,6,2,2021-06
2021-06-30,Mining,Mining_Company_2,0.025652739647822,486419470.28534514,2021,6,2,2021-06
2021-06-30,Mining,Mining_Company_3,-0.0407764588715771,83073536.2985057,2021,6,2,2021-06
2021-06-30,Mining,Mining_Company_4,-0.0810555504292283,201651429.3940788,2021,6,2,2021-06
2021-06-30,Mining,Mining_Company_5,0.0938486756674173,161921422.66443348,2021,6,2,2021-06
2021-06-30,Mining,Mining_Company_6,0.1013746647726984,125168858.55542745,2021,6,2,2021-06
2021-06-30,Mining,Mining_Company_7,0.1151679842365137,263583894.08741623,2021,6,2,2021-06
2021-06-30,Energy,Energy_Company_1,0.0391338417881491,313409463.97853845,2021,6,2,2021-06
2021-06-30,Energy,Energy_Company_2,0.0225239990527707,100363828.72897756,2021,6,2,2021-06
2021-06-30,ICT,ICT_Company_1,0.008704045302151,289026287.6004644,2021,6,2,2021-06
2021-06-30,ICT,ICT_Company_2,-0.0558467811154363,470243757.8875572,2021,6,2,2021-06
2021-06-30,ICT,ICT_Company_3,-0.1128300835357239,68707786.57267644,2021,6,2,2021-06
2021-06-30,ICT,ICT_Company_4,0.0440266774496073,440563232.53400993,2021,6,2,2021-06
2021-06-30,Transport,Transport_Company_1,-0.1255336418045894,269980961.1156141,2021,6,2,2021-06
2021-06-30,Transport,Transport_Company_2,0.0085380851907194,63488115.44270508,2021,6,2,2021-06
2021-06-30,Transport,Transport_Company_3,-0.0268714406914528,140834053.45532677,2021,6,2,2021-06
2021-06-30,Agriculture,Agriculture_Company_1,-0.038731832647981,249687598.68705705,2021,6,2,2021-06
2021-06-30,Agriculture,Agriculture_Company_2,0.0220945752186045,361681678.5017741,2021,6,2,2021-06
2021-06-30,Financials,Financials_Company_1,0.0994156652888916,328031258.0905462,2021,6,2,2021-06
2021-06-30,Financials,Financials_Company_2,0.06004962880312,63674176.86357659,2021,6,2,2021-06
2021-06-30,Real Estate,Real Estate_Company_1,0.0253463826064939,354431023.5997609,2021,6,2,2021-06
2021-06-30,Manufacturing,Manufacturing_Company_1,-0.0432505773275005,227238982.5443713,2021,6,2,2021-06
2021-06-30,Manufacturing,Manufacturing_Company_2,0.0075036520386881,346030387.0713662,2021,6,2,2021-06
2021-07-31,Mining,Mining_Company_1,0.0324436163291582,441839052.6517666,2021,7,3,2021-07
2021-07-31,Mining,Mining_Company_2,0.1203873071021047,382302144.16309696,2021,7,3,2021-07
2021-07-31,Mining,Mining_Company_3,0.0746938655608804,197164922.70345744,2021,7,3,2021-07
2021-07-31,Mining,Mining_Company_4,0.0720710228296948,393028310.64947706,2021,7,3,2021-07
2021-07-31,Mining,Mining_Company_5,0.1033318173067334,418025397.2787597,2021,7,3,2021-07
2021-07-31,Mining,Mining_Company_6,-0.0618281762167809,52591397.2241547,2021,7,3,2021-07
2021-07-31,Mining,Mining_Company_7,-0.1158522223269758,228277711.22416493,2021,7,3,2021-07
2021-07-31,Energy,Energy_Company_1,0.0786005948973176,251912130.1801388,2021,7,3,2021-07
2021-07-31,Energy,Energy_Company_2,-0.0825011931257099,152271332.26841816,2021,7,3,2021-07
2021-07-31,ICT,ICT_Company_1,-0.0285694538174321,350695759.3497573,2021,7,3,2021-07
2021-07-31,ICT,ICT_Company_2,0.1417858791367132,220903601.08065343,2021,7,3,2021-07
2021-07-31,ICT,ICT_Company_3,0.0852008789374385,265631844.93337893,2021,7,3,2021-07
2021-07-31,ICT,ICT_Company_4,-0.1197883043780537,311077566.1522995,2021,7,3,2021-07
2021-07-31,Transport,Transport_Company_1,0.0892523521756967,394197467.69395775,2021,7,3,2021-07
2021-07-31,Transport,Transport_Company_2,0.061239860066624,479985663.17972064,2021,7,3,2021-07
2021-07-31,Transport,Transport_Company_3,0.0203195960290903,467165545.158338,2021,7,3,2021-07
2021-07-31,Agriculture,Agriculture_Company_1,-0.0294326548097393,268642291.6338465,2021,7,3,2021-07
2021-07-31,Agriculture,Agriculture_Company_2,-0.0886359079082473,188280484.21682897,2021,7,3,2021-07
2021-07-31,Financials,Financials_Company_1,0.0753917146017598,190088464.62020165,2021,7,3,2021-07
2021-07-31,Financials,Financials_Company_2,0.0734975342420012,172680800.3300902,2021,7,3,2021-07
2021-07-31,Real Estate,Real Estate_Company_1,-0.0215979351146146,131517207.29060614,2021,7,3,2021-07
2021-07-31,Manufacturing,Manufacturing_Company_1,0.0175061202648004,286323522.6501771,2021,7,3,2021-07
2021-07-31,Manufacturing,Manufacturing_Company_2,0.0121788014347638,305290498.8330066,2021,7,3,2021-07
2021-08-31,Mining,Mining_Company_1,0.0325252309442332,297601943.9703178,2021,8,3,2021-08
2021-08-31,Mining,Mining_Company_2,-0.0184851855420645,478131503.9929956,2021,8,3,2021-08
2021-08-31,Mining,Mining_Company_3,0.061833827816423,447892908.5067835,2021,8,3,2021-08
2021-08-31,Mining,Mining_Company_4,-0.0518805866553963,324941444.9829463,2021,8,3,2021-08
2021-08-31,Mining,Mining_Company_5,0.0112725174929591,455010405.529105,2021,8,3,2021-08
2021-08-31,Mining,Mining_Company_6,-0.0648833900166204,401236481.8597378,2021,8,3,2021-08
2021-08-31,Mining,Mining_Company_7,-0.0143888290282494,240682214.14194328,2021,8,3,2021-08
2021-08-31,Energy,Energy_Company_1,0.0093045896480139,330736696.10445786,2021,8,3,2021-08
2021-08-31,Energy,Energy_Company_2,-0.0203450462783571,125606393.48518851,2021,8,3,2021-08
2021-08-31,ICT,ICT_Company_1,0.0514553098520871,147532910.04084906,2021,8,3,2021-08
2021-08-31,ICT,ICT_Company_2,0.1400912173994582,296013835.7213315,2021,8,3,2021-08
2021-08-31,ICT,ICT_Company_3,-0.0856440087897972,317514350.8337779,2021,8,3,2021-08
2021-08-31,ICT,ICT_Company_4,0.0186553309709341,111397888.6505299,2021,8,3,2021-08
2021-08-31,Transport,Transport_Company_1,0.0740975162376788,242689826.71652663,2021,8,3,2021-08
2021-08-31,Transport,Transport_Company_2,0.0818957550224935,496065197.1659848,2021,8,3,2021-08
2021-08-31,Transport,Transport_Company_3,0.100993632167672,173372299.9519126,2021,8,3,2021-08
2021-08-31,Agriculture,Agriculture_Company_1,-0.0711758356705593,209748337.6243718,2021,8,3,2021-08
2021-08-31,Agriculture,Agriculture_Company_2,-0.0532211926123539,80425653.6164967,2021,8,3,2021-08
2021-08-31,Financials,Financials_Company_1,0.0274586682128544,293005361.57202977,2021,8,3,2021-08
2021-08-31,Financials,Financials_Company_2,0.0526166582732701,289831003.94810086,2021,8,3,2021-08
2021-08-31,Real Estate,Real Estate_Company_1,-0.0603473202225461,351269129.83918554,2021,8,3,2021-08
2021-08-31,Manufacturing,Manufacturing_Company_1,0.0631005844994611,259342525.5276732,2021,8,3,2021-08
2021-08-31,Manufacturing,Manufacturing_Company_2,-0.0287501522369039,480931378.0274211,2021,8,3,2021-08
2021-09-30,Mining,Mining_Company_1,-0.0456687735010916,140420159.8965754,2021,9,3,2021-09
2021-09-30,Mining,Mining_Company_2,-0.0024335304743506,252666921.3161833,2021,9,3,2021-09
2021-09-30,Mining,Mining_Company_3,0.0844967420796053,349210276.0192481,2021,9,3,2021-09
2021-09-30,Mining,Mining_Company_4,-0.1022300548168054,118587205.99868783,2021,9,3,2021-09
2021-09-30,Mining,Mining_Company_5,0.0444894912794239,284431089.772419,2021,9,3,2021-09
2021-09-30,Mining,Mining_Company_6,0.0112791276252067,389871689.2235636,2021,9,3,2021-09
2021-09-30,Mining,Mining_Company_7,0.0016672554609449,401912639.4516737,2021,9,3,2021-09
2021-09-30,Energy,Energy_Company_1,-0.0661147352357349,212061383.3621836,2021,9,3,2021-09
2021-09-30,Energy,Energy_Company_2,-0.000728547861504,228641682.68342757,2021,9,3,2021-09
2021-09-30,ICT,ICT_Company_1,-0.0162420544012647,282055742.463424,2021,9,3,2021-09
2021-09-30,ICT,ICT_Company_2,0.0656298979468961,496471106.67049074,2021,9,3,2021-09
2021-09-30,ICT,ICT_Company_3,0.0342693598297197,468767846.58976233,2021,9,3,2021-09
2021-09-30,ICT,ICT_Company_4,0.007856250703054,221280482.06446105,2021,9,3,2021-09
2021-09-30,Transport,Transport_Company_1,0.0475246441688057,187105612.5941184,2021,9,3,2021-09
2021-09-30,Transport,Transport_Company_2,-0.0377688655483837,128086031.74392892,2021,9,3,2021-09
2021-09-30,Transport,Transport_Company_3,0.052497523157435,489024590.3869617,2021,9,3,2021-09
2021-09-30,Agriculture,Agriculture_Company_1,0.0684206460051561,109636102.7338318,2021,9,3,2021-09
2021-09-30,Agriculture,Agriculture_Company_2,0.0333708356920751,394164410.40634793,2021,9,3,2021-09
2021-09-30,Financials,Financials_Company_1,-0.0528840677535379,229398362.4975409,2021,9,3,2021-09
2021-09-30,Financials,Financials_Company_2,-0.045767244567168,80677539.2234721,2021,9,3,2021-09
2021-09-30,Real Estate,Real Estate_Company_1,0.0253154270902146,484619972.518949,2021,9,3,2021-09
2021-09-30,Manufacturing,Manufacturing_Company_1,-0.0648425408276695,277763838.2781098,2021,9,3,2021-09
2021-09-30,Manufacturing,Manufacturing_Company_2,-0.0200229951725696,338371841.6105928,2021,9,3,2021-09
2021-10-31,Mining,Mining_Company_1,-0.0717541112838168,342590491.579169,2021,10,4,2021-10
2021-10-31,Mining,Mining_Company_2,0.1133150346311872,76173707.97746411,2021,10,4,2021-10
2021-10-31,Mining,Mining_Company_3,-0.0309293822619941,104623222.740093,2021,10,4,2021-10
2021-10-31,Mining,Mining_Company_4,-0.0240969226352716,361472603.7623594,2021,10,4,2021-10
2021-10-31,Mining,Mining_Company_5,-0.042277944775153,498513584.2338395,2021,10,4,2021-10
2021-10-31,Mining,Mining_Company_6,0.1046662568021169,187814129.35397527,2021,10,4,2021-10
2021-10-31,Mining,Mining_Company_7,0.1851619407656339,241737522.75066715,2021,10,4,2021-10
2021-10-31,Energy,Energy_Company_1,-0.0336477438303672,215491707.8947803,2021,10,4,2021-10
2021-10-31,Energy,Energy_Company_2,0.0125410548725994,380126471.2526309,2021,10,4,2021-10
2021-10-31,ICT,ICT_Company_1,-0.163583494148207,58636524.57037551,2021,10,4,2021-10
2021-10-31,ICT,ICT_Company_2,-0.0208187402986874,111699367.57804956,2021,10,4,2021-10
2021-10-31,ICT,ICT_Company_3,-0.0054333124807433,55454348.58975197,2021,10,4,2021-10
2021-10-31,ICT,ICT_Company_4,-0.009347014877832,296581770.0381618,2021,10,4,2021-10
2021-10-31,Transport,Transport_Company_1,0.0206939917837424,94137161.35291006,2021,10,4,2021-10
2021-10-31,Transport,Transport_Company_2,-0.0209442593198352,196104167.100527,2021,10,4,2021-10
2021-10-31,Transport,Transport_Company_3,0.0904840604621227,219149728.3155962,2021,10,4,2021-10
2021-10-31,Agriculture,Agriculture_Company_1,-0.1931601543828306,403257444.7266756,2021,10,4,2021-10
2021-10-31,Agriculture,Agriculture_Company_2,0.0790063737280899,359660617.738944,2021,10,4,2021-10
2021-10-31,Financials,Financials_Company_1,-0.0432684642475466,428392210.7416652,2021,10,4,2021-10
2021-10-31,Financials,Financials_Company_2,0.022669390357458,346709264.9926022,2021,10,4,2021-10
2021-10-31,Real Estate,Real Estate_Company_1,0.0390596732248381,326270113.1420278,2021,10,4,2021-10
2021-10-31,Manufacturing,Manufacturing_Company_1,-0.0340169213263991,117576050.36766876,2021,10,4,2021-10
2021-10-31,Manufacturing,Manufacturing_Company_2,0.1028953849514072,356102500.643759,2021,10,4,2021-10
2021-11-30,Mining,Mining_Company_1,0.0160217220118987,82065527.49436636,2021,11,4,2021-11
2021-11-30,Mining,Mining_Company_2,0.0876837788391395,183441011.5794449,2021,11,4,2021-11
2021-11-30,Mining,Mining_Company_3,-0.013398982940269,347616774.9816865,2021,11,4,2021-11
2021-11-30,Mining,Mining_Company_4,-0.0304976429614794,94278042.3710288,2021,11,4,2021-11
2021-11-30,Mining,Mining_Company_5,0.085600069024166,169270892.74625182,2021,11,4,2021-11
2021-11-30,Mining,Mining_Company_6,0.1167673640114383,221872837.8438032,2021,11,4,2021-11
2021-11-30,Mining,Mining_Company_7,-0.0145559104733386,326755835.61749,2021,11,4,2021-11
2021-11-30,Energy,Energy_Company_1,0.0902042932564626,288635959.9621212,2021,11,4,2021-11
2021-11-30,Energy,Energy_Company_2,0.0473651768303277,490986648.2114828,2021,11,4,2021-11
2021-11-30,ICT,ICT_Company_1,0.155881465901693,386632930.7432894,2021,11,4,2021-11
2021-11-30,ICT,ICT_Company_2,0.0913792855703956,107643085.86479,2021,11,4,2021-11
2021-11-30,ICT,ICT_Company_3,0.0102761173712847,151077025.32973337,2021,11,4,2021-11
2021-11-30,ICT,ICT_Company_4,-0.1332765995623138,247732245.36250347,2021,11,4,2021-11
2021-11-30,Transport,Transport_Company_1,0.0242635335234377,158311720.32462722,2021,11,4,2021-11
2021-11-30,Transport,Transport_Company_2,-0.0138087134602677,449116205.0941713,2021,11,4,2021-11
2021-11-30,Transport,Transport_Company_3,0.0256298194650233,417176122.53587776,2021,11,4,2021-11
2021-11-30,Agriculture,Agriculture_Company_1,0.0278315645250866,389768867.9358252,2021,11,4,2021-11
2021-11-30,Agriculture,Agriculture_Company_2,0.0212884331304794,377820804.7227259,2021,11,4,2021-11
2021-11-30,Financials,Financials_Company_1,0.0749580611738395,129842946.2613681,2021,11,4,2021-11
2021-11-30,Financials,Financials_Company_2,0.015425528906049,471824629.9237036,2021,11,4,2021-11
2021-11-30,Real Estate,Real Estate_Company_1,-0.0087365723097676,418003398.4356253,2021,11,4,2021-11
2021-11-30,Manufacturing,Manufacturing_Company_1,-0.0745538812270232,428316362.60504,2021,11,4,2021-11
2021-11-30,Manufacturing,Manufacturing_Company_2,0.106206881286503,315656460.7064478,2021,11,4,2021-11
2021-12-31,Mining,Mining_Company_1,-0.0223233734288351,304259896.78655726,2021,12,4,2021-12
2021-12-31,Mining,Mining_Company_2,0.0525745694365849,336331109.29066163,2021,12,4,2021-12
2021-12-31,Mining,Mining_Company_3,0.0320556096314,257700863.48890543,2021,12,4,2021-12
2021-12-31,Mining,Mining_Company_4,-0.0555614917943482,410031935.9146218,2021,12,4,2021-12
2021-12-31,Mining,Mining_Company_5,-0.0858596993203608,379882083.2133537,2021,12,4,2021-12
2021-12-31,Mining,Mining_Company_6,0.0181687725317118,209923055.90858275,2021,12,4,2021-12
2021-12-31,Mining,Mining_Company_7,0.1205515759830936,52353326.09431073,2021,12,4,2021-12
2021-12-31,Energy,Energy_Company_1,0.0283971887040338,481133066.05372113,2021,12,4,2021-12
2021-12-31,Energy,Energy_Company_2,-0.0862031972668383,116999622.6496001,2021,12,4,2021-12
2021-12-31,ICT,ICT_Company_1,0.0032695418770256,498350451.9322613,2021,12,4,2021-12
2021-12-31,ICT,ICT_Company_2,-0.1368382312228752,374931922.19123167,2021,12,4,2021-12
2021-12-31,ICT,ICT_Company_3,0.0762211669758653,226186564.1800232,2021,12,4,2021-12
2021-12-31,ICT,ICT_Company_4,-0.0015670610445588,51448218.621925406,2021,12,4,2021-12
2021-12-31,Transport,Transport_Company_1,0.0400926681875384,407388799.074688,2021,12,4,2021-12
2021-12-31,Transport,Transport_Company_2,-0.0348051442227324,266437800.44875568,2021,12,4,2021-12
2021-12-31,Transport,Transport_Company_3,0.0033046150390617,310992704.34265906,2021,12,4,2021-12
2021-12-31,Agriculture,Agriculture_Company_1,0.1980528916068148,321569449.9684047,2021,12,4,2021-12
2021-12-31,Agriculture,Agriculture_Company_2,0.0767079669568401,171419324.05769646,2021,12,4,2021-12
2021-12-31,Financials,Financials_Company_1,0.0679767017054968,84676225.61044902,2021,12,4,2021-12
2021-12-31,Financials,Financials_Company_2,-0.0168373993531698,403203639.7001604,2021,12,4,2021-12
2021-12-31,Real Estate,Real Estate_Company_1,0.0484162157898452,282771075.3987242,2021,12,4,2021-12
2021-12-31,Manufacturing,Manufacturing_Company_1,-0.0267890030058983,197686739.1241902,2021,12,4,2021-12
2021-12-31,Manufacturing,Manufacturing_Company_2,-0.0176163850281262,149275378.72004506,2021,12,4,2021-12
2022-01-31,Mining,Mining_Company_1,0.0857939068505503,499256380.1268273,2022,1,1,2022-01
